state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes_dom,total_calls_dom,total_charge_dom,total_minutes,total_calls,total_charge,charge_per_min_day,charge_per_min_eve,charge_per_min_night,charge_per_min_dom,charge_per_min_int,%_int_min,call_satisfaction,region
ME,100,510,no,yes,30,58.8,104,10.0,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,0,430.6,329,35.51,437.70000000000005,332,37.43,0.09615384615384616,0.174392523364486,0.05805084745762711,0.10793313069908814,0.64,1.6221156042951792,0.0,Northeast
AL,121,408,no,yes,35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,0,475.29999999999995,206,38.34,486.69999999999993,210,41.42,0.12294736842105262,0.25768115942028985,0.21142857142857144,0.18611650485436895,0.77,2.3423053215533187,0.4761904761904762,South
GA,143,408,no,yes,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,0,631.0,316,67.71,640.5,320,70.27999999999999,0.3730275229357798,0.17875,0.074,0.21427215189873416,0.6425,1.483216237314598,0.3125,South
IA,76,510,no,no,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,0,603.8,312,60.64,616.3,315,64.02,0.2593076923076923,0.21453488372093021,0.08833333333333333,0.19435897435897437,1.1266666666666667,2.028233003407432,0.0,Midwest
AZ,158,510,no,no,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,0,525.5,282,58.92,539.9,294,62.81,0.3595876288659794,0.2655844155844156,0.03324074074074074,0.20893617021276598,0.32416666666666666,2.667160585293573,0.0,West
FL,116,510,no,no,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,0,635.2,327,65.12,643.1,329,67.25,0.3332653061224489,0.19703703703703704,0.0623404255319149,0.19914373088685017,1.065,1.2284248172912455,0.911854103343465,South
MT,54,415,no,no,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,1,718.6999999999999,268,76.36,728.1999999999999,270,78.92999999999999,0.5583132530120483,0.2856756756756757,0.08,0.28492537313432836,1.285,1.3045866520186764,0.3703703703703704,West
AL,86,415,no,no,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,1,463.79999999999995,366,44.790000000000006,475.99999999999994,371,48.080000000000005,0.18024793388429752,0.18010752688172044,0.04098684210526316,0.12237704918032788,0.658,2.563025210084034,1.8867924528301887,South
DE,108,510,no,no,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,0,640.0,264,60.56,649.3,268,63.07,0.2912121212121212,0.25804597701149423,0.11897435897435897,0.2293939393939394,0.6275,1.4323117203141846,0.0,South
MT,66,510,no,no,0,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,0,587.3,262,57.7,594.8,266,59.730000000000004,0.3602105263157895,0.1968181818181818,0.10386138613861387,0.2202290076335878,0.5075,1.2609280430396772,0.37593984962406013,West
KY,151,408,no,yes,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,0,522.3,231,55.879999999999995,530.9,235,58.199999999999996,0.37628865979381443,0.13077777777777777,0.17295454545454547,0.24190476190476187,0.58,1.6198907515539651,0.425531914893617,South
SC,99,510,no,no,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,0,610.9,251,59.5,621.5,253,62.36,0.41085714285714287,0.2997402597402597,0.07365384615384615,0.23705179282868527,1.43,1.7055510860820595,0.0,South
WA,55,415,no,no,0,194.1,121,33.0,176.6,110,15.01,302.8,136,13.63,7.0,7,1.89,2,0,673.5,367,61.64,680.5,374,63.53,0.2727272727272727,0.13645454545454544,0.10022058823529412,0.16795640326975478,0.26999999999999996,1.0286554004408524,0.53475935828877,West
OR,77,510,no,no,0,233.8,104,39.75,266.5,94,22.65,212.7,104,9.57,7.6,3,2.05,2,0,713.0,302,71.97,720.6,305,74.02,0.38221153846153844,0.2409574468085106,0.09201923076923077,0.2383112582781457,0.6833333333333332,1.054676658340272,0.6557377049180327,West
AK,78,408,no,no,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,0,599.8,296,63.1,614.4,298,67.04,0.5711940298507463,0.13330708661417323,0.07745098039215687,0.2131756756756757,1.97,2.376302083333333,0.0,West
GA,89,415,no,no,0,213.0,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,1,652.2,260,63.04,661.3000000000001,261,65.5,0.5747619047619048,0.21140845070422534,0.09380952380952381,0.24246153846153845,2.46,1.3760774232572204,0.38314176245210724,South
MN,101,415,no,no,0,183.9,115,31.26,255.9,101,21.75,275.0,145,12.38,10.8,11,2.92,1,0,714.8,361,65.39,725.5999999999999,372,68.31,0.2718260869565218,0.21534653465346534,0.0853793103448276,0.18113573407202216,0.26545454545454544,1.4884233737596475,0.2688172043010753,Midwest
IL,44,415,no,yes,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14.0,7,3.78,0,0,611.2,252,61.7,625.2,259,65.48,0.35914285714285715,0.16164705882352942,0.16532258064516128,0.24484126984126986,0.5399999999999999,2.2392834293026227,0.0,Midwest
IN,98,408,no,yes,21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0.0,0,0.0,2,0,485.5,268,36.97,485.5,268,36.97,0.11204081632653062,0.17406976744186048,0.1311904761904762,0.13794776119402985,0.0,0.0,0.7462686567164178,Midwest
SC,64,510,no,yes,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,0,403.9,294,40.84,417.2,297,44.43000000000001,0.2856521739130435,0.06883495145631068,0.07545454545454545,0.13891156462585036,1.1966666666666665,3.1879194630872485,0.33670033670033667,South
VA,141,415,no,no,0,260.2,131,44.23,179.2,120,15.23,135.0,119,6.08,7.2,8,1.94,3,0,574.4,370,65.53999999999999,581.6,378,67.47999999999999,0.3376335877862595,0.12691666666666668,0.051092436974789913,0.17713513513513512,0.2425,1.2379642365887207,0.7936507936507936,South
WI,81,415,no,yes,33,161.6,117,27.47,123.0,90,10.46,261.3,101,11.76,12.2,5,3.29,1,0,545.9000000000001,308,49.69,558.1000000000001,313,52.98,0.23478632478632477,0.11622222222222223,0.11643564356435643,0.16133116883116883,0.658,2.1859881741623357,0.3194888178913738,Midwest
VT,162,510,no,no,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,0,562.5,327,59.089999999999996,573.0,338,61.92999999999999,0.32051282051282054,0.10900826446280991,0.09438202247191012,0.18070336391437308,0.2581818181818182,1.832460732984293,0.2958579881656805,Northeast
AZ,83,415,no,yes,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,0,445.80000000000007,334,46.04,458.9000000000001,339,49.58,0.21721311475409835,0.12897196261682245,0.05466666666666667,0.1378443113772455,0.708,2.8546524297232505,0.8849557522123894,West
FL,100,510,no,no,0,107.0,63,18.19,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,4,1,455.79999999999995,204,38.11,468.59999999999997,207,41.57,0.2887301587301587,0.13402985074626866,0.14783783783783783,0.18681372549019606,1.1533333333333333,2.731540759709774,1.932367149758454,South
AK,59,510,no,no,0,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4,0,617.1,299,58.78,628.4,307,61.83,0.29836538461538464,0.1831578947368421,0.1035,0.19658862876254182,0.38125,1.7982176957352005,1.3029315960912053,West
AR,179,415,yes,yes,38,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,4,0,691.7,234,68.02000000000001,701.8000000000001,238,70.75000000000001,0.47974358974358977,0.28056338028169014,0.12564705882352942,0.29068376068376073,0.6825,1.4391564548304359,1.680672268907563,South
AR,79,408,no,no,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,0,425.79999999999995,331,45.269999999999996,431.09999999999997,334,46.699999999999996,0.23098214285714286,0.11409090909090909,0.049885057471264364,0.13676737160120844,0.4766666666666666,1.2294131292043609,0.29940119760479045,South
AK,117,415,no,no,0,181.5,95,30.86,205.1,88,17.43,204.0,82,9.18,14.7,9,3.97,2,0,590.6,265,57.47,605.3000000000001,274,61.44,0.3248421052631579,0.1980681818181818,0.11195121951219512,0.2168679245283019,0.4411111111111111,2.4285478275235417,0.7299270072992701,West
MS,64,408,yes,no,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,1,648.9,259,67.46,662.1,261,71.02,0.5214285714285715,0.21858823529411764,0.09000000000000001,0.26046332046332044,1.78,1.9936565473493428,0.7662835249042145,South
ME,31,415,no,no,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,0,459.09999999999997,296,44.599999999999994,471.79999999999995,298,48.029999999999994,0.26895238095238094,0.0724731182795699,0.09816326530612245,0.15067567567567566,1.715,2.691818567189487,0.33557046979865773,Northeast
CA,124,408,yes,no,0,244.6,89,41.58,188.8,80,16.05,206.0,114,9.27,11.3,4,3.05,1,0,639.4,283,66.89999999999999,650.6999999999999,287,69.94999999999999,0.467191011235955,0.200625,0.0813157894736842,0.23639575971731447,0.7625,1.73659136314738,0.34843205574912894,West
NM,122,408,no,yes,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,0,483.9,313,47.63999999999999,492.4,315,49.93999999999999,0.26835294117647057,0.14636363636363636,0.05739583333333333,0.15220447284345046,1.15,1.7262388302193339,0.6349206349206349,West
NE,37,408,yes,yes,39,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,0,475.09999999999997,287,48.53,484.29999999999995,291,51.01,0.20860655737704917,0.23920000000000002,0.057111111111111106,0.16909407665505227,0.62,1.8996489779062566,0.3436426116838488,Midwest
SC,90,408,no,yes,29,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1,0,593.1999999999999,309,56.05,598.9999999999999,313,57.62,0.23412844036697247,0.21844660194174756,0.08278350515463917,0.18139158576051778,0.3925,0.968280467445743,0.3194888178913738,South
CO,159,408,yes,no,0,257.1,53,43.71,312.2,127,26.54,183.0,82,8.24,8.8,6,2.38,1,1,752.3,262,78.49,761.0999999999999,268,80.86999999999999,0.8247169811320755,0.2089763779527559,0.10048780487804879,0.2995801526717557,0.39666666666666667,1.1562212587045069,0.3731343283582089,West
DE,148,415,no,no,0,124.4,83,21.15,179.7,81,15.27,253.0,99,11.39,11.3,6,3.05,0,0,557.1,263,47.81,568.4,269,50.86,0.2548192771084337,0.1885185185185185,0.11505050505050506,0.181787072243346,0.5083333333333333,1.988036593947924,0.0,South
OH,39,415,no,yes,36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12.0,5,3.24,1,0,596.1,365,53.830000000000005,608.1,370,57.07000000000001,0.1990909090909091,0.1747787610619469,0.07625954198473282,0.14747945205479454,0.648,1.973359644795264,0.2702702702702703,Midwest
MS,77,408,no,no,0,230.0,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,0,642.8,361,61.800000000000004,654.0999999999999,364,64.85000000000001,0.44942528735632187,0.06355072463768116,0.10242647058823529,0.17119113573407205,1.0166666666666666,1.7275645925699437,0.5494505494505495,South
OK,194,408,no,no,0,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,0,568.1,287,54.39,579.0,289,57.33,0.3135227272727273,0.15389830508474575,0.10666666666666667,0.18951219512195122,1.47,1.8825561312607944,0.0,South
CO,154,415,no,no,0,350.8,75,59.64,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,1,1,821.1999999999999,269,89.47,831.3,278,92.2,0.7952,0.1957446808510638,0.1143,0.33260223048327137,0.30333333333333334,1.2149645134127272,0.3597122302158274,West
NC,112,415,no,no,0,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,4,0,586.0,334,61.1,595.1,337,63.56,0.34229166666666666,0.18252032520325204,0.050347826086956524,0.18293413173652695,0.82,1.5291547639052259,1.1869436201780417,South
MD,45,415,no,no,0,78.2,127,13.29,253.4,108,21.54,255.0,100,11.48,18.0,3,4.86,1,0,586.6,335,46.31,604.6,338,51.17,0.10464566929133857,0.19944444444444442,0.1148,0.13823880597014926,1.62,2.9771749917300694,0.2958579881656805,South
KS,132,415,no,no,0,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,1,0,462.3,361,40.52,469.90000000000003,366,42.57,0.12890909090909092,0.1440875912408759,0.05789473684210526,0.1122437673130194,0.41,1.6173653968929558,0.273224043715847,Midwest
MA,128,415,no,no,0,195.6,99,33.25,267.8,120,22.76,164.9,76,7.42,16.0,2,4.32,0,0,628.3,295,63.43000000000001,644.3,297,67.75,0.33585858585858586,0.18966666666666668,0.09763157894736842,0.2150169491525424,2.16,2.4833152258264786,0.0,Northeast
NC,135,415,no,no,0,201.8,81,34.31,225.0,114,19.13,204.4,82,9.2,10.3,6,2.78,1,0,631.2,277,62.64,641.5,283,65.42,0.42358024691358026,0.16780701754385963,0.1121951219512195,0.22613718411552347,0.4633333333333333,1.6056118472330478,0.35335689045936397,South
NM,56,408,no,no,0,197.0,110,33.49,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86,2,0,645.1,303,62.57000000000001,655.7,309,65.43,0.3044545454545455,0.18568627450980393,0.11142857142857143,0.20650165016501654,0.4766666666666666,1.6165929540948605,0.6472491909385114,West
CA,151,415,yes,no,0,218.0,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,0,1,601.5999999999999,240,58.89,613.9999999999999,241,62.24,0.6501754385964913,0.11045454545454546,0.12747368421052632,0.245375,3.35,2.0195439739413685,0.0,West
NY,32,415,no,no,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4.0,2,0,562.0,302,55.09,576.8,304,59.09,0.28591836734693876,0.20354166666666665,0.06972222222222223,0.18241721854304638,2.0,2.5658807212205272,0.6578947368421052,Northeast
AZ,90,415,no,no,0,179.2,77,30.46,210.7,99,17.91,276.9,58,12.46,9.2,6,2.48,2,0,666.8,234,60.830000000000005,676.0,240,63.31,0.3955844155844156,0.1809090909090909,0.21482758620689657,0.25995726495726496,0.41333333333333333,1.36094674556213,0.8333333333333334,West
SD,87,415,no,yes,21,214.0,113,36.38,180.0,114,15.3,134.5,82,6.05,10.6,5,2.86,0,0,528.5,309,57.730000000000004,539.1,314,60.59,0.3219469026548673,0.13421052631578947,0.07378048780487804,0.1868284789644013,0.572,1.9662400296790945,0.0,Midwest
DC,138,415,no,no,0,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,0,476.6,314,47.5,487.8,321,50.52,0.3332183908045977,0.08663793103448277,0.07621621621621623,0.15127388535031847,0.43142857142857144,2.2960229602296023,0.6230529595015576,South
ND,79,408,no,no,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1,0,646.3,337,63.370000000000005,653.0,355,65.18,0.2843089430894309,0.1687962962962963,0.0959433962264151,0.18804154302670625,0.10055555555555556,1.0260336906584993,0.28169014084507044,Midwest
MO,95,415,yes,no,0,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,1,650.6,285,61.42,662.1,287,64.53,0.335,0.21723214285714285,0.10056179775280898,0.21550877192982457,1.555,1.736897749584655,0.34843205574912894,Midwest
KS,127,415,no,no,0,221.0,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,0,614.8,309,61.720000000000006,621.5999999999999,313,63.56000000000001,0.3757,0.12088495575221239,0.10927083333333333,0.1997411003236246,0.46,1.0939510939510941,0.6389776357827476,Midwest
SD,137,510,no,no,0,242.1,118,41.16,191.0,93,16.24,218.6,50,9.84,14.7,2,3.97,3,0,651.7,261,67.24,666.4000000000001,263,71.21,0.3488135593220339,0.17462365591397846,0.1968,0.25762452107279693,1.985,2.2058823529411757,1.1406844106463878,Midwest
OK,97,415,no,no,0,151.6,107,25.77,155.4,96,13.21,240.0,112,10.8,14.7,4,3.97,1,0,547.0,315,49.78,561.7,319,53.75,0.2408411214953271,0.13760416666666667,0.09642857142857143,0.15803174603174602,0.9925,2.6170553676339683,0.3134796238244514,South
OR,149,415,yes,no,0,176.2,87,29.95,145.0,81,12.33,249.5,92,11.23,5.7,4,1.54,0,0,570.7,260,53.510000000000005,576.4000000000001,264,55.050000000000004,0.3442528735632184,0.15222222222222223,0.12206521739130435,0.20580769230769233,0.385,0.9888965995836224,0.0,West
IN,117,415,yes,yes,22,196.0,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1.0,1,0,744.3000000000001,284,70.9,748.0000000000001,289,71.9,0.4063414634146342,0.33451219512195124,0.08458333333333333,0.2496478873239437,0.2,0.4946524064171122,0.34602076124567477,Midwest
OH,84,408,no,no,0,159.5,125,27.12,247.1,90,21.0,187.9,82,8.46,7.2,4,1.94,2,0,594.5,297,56.580000000000005,601.7,301,58.52,0.21696000000000001,0.23333333333333334,0.10317073170731708,0.1905050505050505,0.485,1.1966096061160048,0.6644518272425249,Midwest
KS,137,415,no,no,0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,0,655.3,303,67.07,666.0,310,69.96,0.346283185840708,0.23708860759493672,0.08297297297297299,0.22135313531353132,0.41285714285714287,1.6066066066066067,1.2903225806451613,Midwest
CT,99,415,no,no,0,146.7,64,24.94,274.0,99,23.29,321.3,98,14.46,8.9,1,2.4,3,0,742.0,261,62.690000000000005,750.9,262,65.09,0.3896875,0.23525252525252524,0.14755102040816329,0.24019157088122609,2.4,1.1852443734185645,1.1450381679389312,Northeast
NH,54,510,no,no,0,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1,0,542.8,238,58.92,551.3,243,61.22,0.3508823529411765,0.20939759036144578,0.10849056603773585,0.24756302521008405,0.45999999999999996,1.5418102666424816,0.411522633744856,Northeast
WI,85,415,no,no,0,102.0,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,0,520.4,339,46.980000000000004,531.1,342,49.870000000000005,0.18252631578947368,0.16525179856115108,0.06352380952380952,0.13858407079646018,0.9633333333333334,2.014686499717567,0.29239766081871343,Midwest
MS,150,510,no,no,0,126.0,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3,0,649.6,272,54.519999999999996,659.8000000000001,278,57.269999999999996,0.21636363636363637,0.2776712328767123,0.1283,0.20044117647058823,0.4583333333333333,1.5459230069718093,1.079136690647482,South
WV,43,415,no,no,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3.0,1,0,626.9000000000001,316,59.00999999999999,638.0000000000001,318,62.00999999999999,0.22904,0.23280898876404493,0.09470588235294118,0.1867405063291139,1.5,1.7398119122257047,0.3144654088050315,South
MA,35,415,no,no,0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,0,576.9,335,49.489999999999995,585.6,338,51.839999999999996,0.1391472868217054,0.17015503875968993,0.12454545454545454,0.14773134328358206,0.7833333333333333,1.4856557377049178,0.0,Northeast
MD,98,415,no,no,0,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,0,615.5,359,60.57000000000001,627.9,364,63.92000000000001,0.38163043478260866,0.09855263157894738,0.0911304347826087,0.16871866295264626,0.67,1.9748367574454533,1.3736263736263736,South
PA,112,510,no,no,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,0,608.0,267,62.709999999999994,617.4,270,65.25,0.48565789473684207,0.1744,0.09186813186813186,0.23486891385767789,0.8466666666666667,1.5225137674117266,0.7407407407407408,Northeast
WI,16,510,no,no,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,1,601.5,277,63.99000000000001,612.3,279,66.91000000000001,0.5003846153846154,0.16185185185185186,0.0821978021978022,0.2310108303249098,1.46,1.7638412542871142,0.0,Midwest
TN,98,415,no,yes,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,0,479.30000000000007,274,60.09,489.00000000000006,279,62.71,0.5315730337078652,0.05552447552447553,0.11523809523809524,0.2193065693430657,0.524,1.9836400817995907,0.0,South
TX,84,408,no,no,0,138.6,102,23.56,199.0,93,16.92,204.1,137,9.18,7.8,4,2.11,0,0,541.7,332,49.660000000000004,549.5,336,51.77,0.23098039215686272,0.18193548387096775,0.06700729927007298,0.14957831325301205,0.5275,1.4194722474977253,0.0,South
OR,94,415,no,no,0,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2.0,2,0.54,1,1,747.9000000000001,333,74.13,749.9000000000001,335,74.67,0.3868932038834952,0.21779816513761466,0.08710743801652891,0.2226126126126126,0.27,0.2667022269635951,0.2985074626865672,West
IL,84,510,no,no,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,0,498.7,359,50.36,507.2,363,52.66,0.23922480620155037,0.09919642857142856,0.07110169491525424,0.14027855153203342,0.575,1.6758675078864353,0.27548209366391185,Midwest
DC,66,415,no,no,0,167.3,91,28.44,230.0,68,19.55,191.7,118,8.63,10.6,5,2.86,1,1,589.0,277,56.620000000000005,599.6,282,59.480000000000004,0.31252747252747254,0.28750000000000003,0.073135593220339,0.20440433212996392,0.572,1.7678452301534353,0.3546099290780142,South
GA,98,415,no,yes,31,121.0,105,20.57,218.9,98,18.61,226.7,110,10.2,12.0,1,3.24,1,0,566.5999999999999,313,49.379999999999995,578.5999999999999,314,52.62,0.19590476190476191,0.18989795918367347,0.09272727272727273,0.15776357827476037,3.24,2.0739716557207055,0.3184713375796179,South
ID,74,415,no,no,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,0,572.0,330,57.81,582.6,333,60.67,0.3031451612903226,0.10021276595744681,0.09642857142857143,0.1751818181818182,0.9533333333333333,1.8194301407483693,0.0,West
UT,96,408,no,yes,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,0,503.1,293,48.559999999999995,513.0,295,51.23,0.22953703703703704,0.18359550561797752,0.07739583333333333,0.1657337883959044,1.335,1.9298245614035088,0.3389830508474576,West
KY,119,510,no,no,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,0,546.6,341,58.980000000000004,557.8000000000001,347,62.00000000000001,0.3104918032786885,0.12962616822429907,0.06455357142857143,0.17296187683284459,0.5033333333333333,2.007888131946934,0.2881844380403458,South
OH,73,415,no,no,0,183.4,80,31.18,242.0,115,20.57,201.4,100,9.06,7.5,3,2.03,4,0,626.8,295,60.81,634.3,298,62.84,0.38975,0.1788695652173913,0.0906,0.206135593220339,0.6766666666666666,1.1824058016711336,1.342281879194631,Midwest
WI,92,415,yes,no,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,0,0,623.8000000000001,279,67.55,633.1,284,70.06,0.4937362637362637,0.11895652173913043,0.12246575342465753,0.24211469534050178,0.502,1.4689622492497236,0.0,Midwest
IL,21,415,no,no,0,146.0,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,0,503.1,265,45.27,509.90000000000003,272,47.11000000000001,0.3182051282051282,0.11797468354430381,0.10305555555555557,0.1708301886792453,0.26285714285714284,1.3335948225142182,0.0,Midwest
