state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes_dom,total_calls_dom,total_charge_dom,total_minutes,total_calls,total_charge,charge_per_min_dom,charge_per_min_int,%_int_min,call_satisfaction,region
TX,125,415,no,no,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11.0,4,2.97,1,0,522.6,320,129.51,533.6,324,132.48,0.40471874999999996,0.7425,0.02061469265367316,0.0030864197530864196,South
VA,143,510,no,no,0,110.1,113,18.72,169.0,59,14.37,166.7,94,7.5,9.2,2,2.48,1,0,445.8,266,134.87,455.0,268,137.35,0.5070300751879699,1.24,0.020219780219780218,0.0037313432835820895,South
RI,65,415,no,no,0,111.0,51,18.87,219.8,84,18.68,202.0,89,9.09,4.4,14,1.19,1,0,532.8,224,78.77000000000001,537.1999999999999,238,79.96000000000001,0.35165178571428574,0.08499999999999999,0.008190618019359644,0.004201680672268907,Northeast
WI,80,415,no,no,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,1,0,746.5,278,149.49,755.8,283,152.0,0.5377338129496403,0.502,0.012304842550939403,0.0035335689045936395,Midwest
MS,1,415,no,no,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,0,476.0,252,126.4,489.8,255,130.13,0.5015873015873016,1.2433333333333334,0.028174765210289915,0.00392156862745098,South
KY,60,408,no,no,0,135.4,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1,0,545.3,322,160.68,553.1999999999999,326,162.81,0.4990062111801242,0.5325,0.014280549530007233,0.003067484662576687,South
NC,43,415,no,no,0,84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,1,0,361.1,316,149.69,371.90000000000003,318,152.60999999999999,0.47370253164556964,1.46,0.02904006453347674,0.0031446540880503146,South
NV,143,415,no,no,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14.0,6,3.78,0,0,494.79999999999995,297,144.10000000000002,508.79999999999995,303,147.88000000000002,0.4851851851851853,0.63,0.027515723270440252,0.0,West
UT,81,415,no,yes,24,130.1,117,22.12,196.0,61,16.66,139.3,123,6.27,11.4,5,3.08,0,0,465.40000000000003,301,139.93,476.8,306,143.01000000000002,0.46488372093023256,0.616,0.023909395973154363,0.0,West
ME,205,510,no,yes,24,175.8,139,29.89,155.0,98,13.18,180.7,64,8.13,7.8,5,2.11,2,0,511.5,301,160.31,519.3,306,162.42000000000002,0.5325913621262458,0.422,0.015020219526285385,0.006535947712418301,Northeast
HI,24,415,no,no,0,241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1,0,601.6,321,125.99000000000001,608.2,326,127.77000000000001,0.39249221183800626,0.356,0.010851693521867805,0.003067484662576687,West
OH,74,415,no,no,0,136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,0,0,630.5999999999999,325,137.37,640.3999999999999,329,140.02,0.4226769230769231,0.6625,0.015302935665209249,0.0,Midwest
WV,77,510,no,no,0,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12.0,2,3.24,1,0,499.9,291,95.27,511.9,293,98.50999999999999,0.32738831615120273,1.62,0.02344207853096308,0.0034129692832764505,South
OK,74,415,no,no,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10.0,2,2.7,1,0,661.7,310,120.12,671.7,312,122.82000000000001,0.38748387096774195,1.35,0.014887598630340925,0.003205128205128205,South
KY,74,510,yes,no,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1,1,540.9,342,129.98000000000002,555.0,346,133.79000000000002,0.3800584795321638,0.9525,0.025405405405405406,0.002890173410404624,South
AL,200,408,no,no,0,128.2,87,21.79,133.2,105,11.32,177.6,123,7.99,11.2,2,3.02,1,0,439.0,315,106.30999999999999,450.2,317,109.32999999999998,0.33749206349206345,1.51,0.024877832074633496,0.0031545741324921135,South
MD,86,408,no,no,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,13.0,3,3.51,4,0,704.9,287,118.46000000000001,717.9,290,121.97000000000001,0.4127526132404181,1.17,0.01810837163950411,0.013793103448275862,South
NE,91,510,no,yes,37,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0,0,673.6,316,139.35999999999999,682.8000000000001,320,141.83999999999997,0.4410126582278481,0.62,0.01347393087287639,0.0,Midwest
DC,76,415,no,no,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,0,556.1,292,141.84,562.8000000000001,294,143.65,0.48575342465753424,0.905,0.011904761904761904,0.006802721088435374,south
TX,130,415,no,no,0,120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,1,0,580.3,286,155.27,594.5999999999999,288,159.13000000000002,0.542902097902098,1.93,0.024049781365623954,0.003472222222222222,South
OH,56,408,no,no,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,0,571.0999999999999,294,118.77,582.9999999999999,302,121.97999999999999,0.40397959183673465,0.40125,0.020411663807890227,0.006622516556291391,Midwest
DE,117,415,no,no,0,168.8,137,28.7,241.4,107,20.52,204.8,106,9.22,15.5,4,4.19,0,0,615.0,350,166.74,630.5,354,170.93,0.47640000000000005,1.0475,0.02458366375892149,0.0,South
IA,63,510,no,no,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,0,671.0,281,115.78,677.5,286,117.54,0.4120284697508897,0.352,0.00959409594095941,0.006993006993006993,Midwest
VT,126,415,no,no,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,0,0,575.4,312,109.33000000000001,581.8,314,111.06000000000002,0.3504166666666667,0.865,0.011000343760742525,0.0,Northeast
OR,132,510,no,no,0,191.9,107,32.62,206.9,127,17.59,272.0,88,12.24,12.6,2,3.4,1,0,670.8,322,136.83,683.4,324,140.23000000000002,0.42493788819875783,1.7,0.018437225636523266,0.0030864197530864196,West
NV,81,415,no,yes,28,167.9,147,28.54,190.7,105,16.21,193.0,103,8.69,9.2,6,2.48,4,1,551.6,355,171.9,560.8000000000001,361,174.38,0.4842253521126761,0.41333333333333333,0.016405135520684733,0.0110803324099723,West
NC,122,415,no,no,0,180.0,88,30.6,145.0,77,12.33,233.7,120,10.52,11.5,6,3.11,2,0,558.7,285,110.85,570.2,291,113.96,0.3889473684210526,0.5183333333333333,0.02016836197825324,0.006872852233676976,South
NJ,46,408,no,no,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2,1,722.9,265,98.39,736.3,270,102.01,0.37128301886792453,0.724,0.018199103626239305,0.007407407407407408,Northeast
MN,150,415,no,yes,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11.0,4,2.97,1,0,545.9,285,98.50999999999999,556.9,289,101.47999999999999,0.34564912280701754,0.7425,0.019752199676782187,0.0034602076124567475,Midwest
ID,99,408,no,no,0,159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,1,0,570.8,318,107.72000000000001,579.1999999999999,321,109.99000000000001,0.3387421383647799,0.7566666666666667,0.01450276243093923,0.003115264797507788,West
AL,87,408,no,no,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11.0,3,2.97,1,0,633.0999999999999,292,150.72000000000003,644.0999999999999,295,153.69000000000003,0.516164383561644,0.9900000000000001,0.01707809346374787,0.003389830508474576,South
AK,108,415,no,no,0,103.0,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1,0,515.5,321,157.26,523.4,324,159.39,0.48990654205607476,0.71,0.015093618647306076,0.0030864197530864196,West
VT,101,415,no,no,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4,0,584.1,255,117.72,595.7,257,120.85,0.4616470588235294,1.565,0.019472889038106428,0.01556420233463035,Northeast
PA,53,415,no,no,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3,0,515.1,323,106.37,525.8000000000001,325,109.26,0.3293188854489164,1.445,0.020349942944085198,0.009230769230769232,Northeast
AK,132,415,no,yes,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,0,588.4,305,119.06,597.0,308,121.38,0.3903606557377049,0.7733333333333333,0.014405360134003349,0.006493506493506494,West
CA,158,510,no,no,0,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2,0,601.1,351,152.01,609.7,359,154.32999999999998,0.433076923076923,0.29,0.014105297687387238,0.005571030640668524,West
MS,114,415,no,yes,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,0,584.3,354,137.2,594.5999999999999,359,139.98,0.3875706214689265,0.5559999999999999,0.01732256979482005,0.0,South
AR,77,415,no,yes,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2,0,598.8,247,97.86,605.9,250,99.78,0.39619433198380566,0.64,0.011718105297903944,0.008,South
NV,144,415,yes,no,0,150.0,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,0,626.5,263,101.88,635.9,278,104.42,0.3873764258555133,0.16933333333333334,0.014782198458877183,0.0,West
AL,91,510,no,yes,23,232.4,97,39.51,186.0,88,15.81,190.5,128,8.57,12.3,3,3.32,3,0,608.9,313,121.38,621.1999999999999,316,124.69999999999999,0.3877955271565495,1.1066666666666667,0.019800386349001935,0.00949367088607595,South
GA,58,408,no,no,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2,0,474.90000000000003,305,118.55,487.70000000000005,310,122.00999999999999,0.3886885245901639,0.692,0.026245642813204836,0.0064516129032258064,South
AR,5,415,no,no,0,199.2,106,33.86,187.3,12,15.92,214.0,85,9.63,13.3,3,3.59,3,0,600.5,203,131.55,613.8,206,135.14000000000001,0.6480295566502463,1.1966666666666665,0.021668295861844253,0.014563106796116505,South
MA,97,408,no,no,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,0,688.8,242,115.02,693.0,245,116.14999999999999,0.4752892561983471,0.37666666666666665,0.006060606060606061,0.0,Northeast
NJ,107,415,no,no,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3,0,582.0,294,117.65,589.7,296,119.73,0.4001700680272109,1.04,0.013057486857724267,0.010135135135135136,Northeast
MO,142,415,no,yes,30,154.0,75,26.18,165.8,97,14.09,270.0,83,12.15,10.8,5,2.92,1,0,589.8,255,101.24000000000001,600.5999999999999,260,104.16000000000001,0.3970196078431373,0.584,0.017982017982017987,0.0038461538461538464,Midwest
NY,9,408,no,yes,31,193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,1,0,587.5999999999999,330,155.82,600.8999999999999,332,159.41,0.47218181818181815,1.795,0.022133466466966224,0.0030120481927710845,Northeast
AZ,73,415,no,no,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,0,545.9,320,156.6,558.1,324,159.89,0.489375,0.8225,0.02185988174162336,0.0,West
NJ,48,510,no,yes,22,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2,1,674.0,303,96.84,689.7,308,101.08,0.3196039603960396,0.8480000000000001,0.02276352037117587,0.006493506493506494,Northeast
WV,43,408,no,no,0,230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,9.2,3,2.48,0,0,545.3,368,168.65,554.5,371,171.13,0.4582880434782609,0.8266666666666667,0.01659152389540126,0.0,South
NM,122,408,no,yes,33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,1,587.7,324,131.51,601.2,327,135.16,0.405895061728395,1.2166666666666666,0.022455089820359278,0.0030581039755351682,West
SC,93,415,no,no,0,190.2,68,32.33,262.2,64,22.29,130.0,92,5.85,8.8,4,2.38,0,0,582.4,224,96.13999999999999,591.1999999999999,228,98.51999999999998,0.42919642857142853,0.595,0.014884979702300408,0.0,South
VT,85,415,no,no,0,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1,0,620.9,295,151.0,632.4,296,154.11,0.511864406779661,3.11,0.018184693232131562,0.0033783783783783786,Northeast
TN,59,415,no,no,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5.0,5,1.35,3,0,685.5,257,128.65,690.5,262,130.0,0.5005836575875486,0.27,0.00724112961622013,0.011450381679389313,South
LA,87,415,no,no,0,228.7,90,38.88,163.0,99,13.86,154.1,90,6.93,11.8,3,3.19,1,0,545.8,279,110.78999999999999,557.5999999999999,282,113.97999999999999,0.3970967741935484,1.0633333333333332,0.021162123385939747,0.0035460992907801418,South
OH,137,408,no,no,0,144.0,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0,0,453.70000000000005,283,111.2,466.00000000000006,285,114.52,0.39293286219081275,1.66,0.026394849785407723,0.0,Midwest
OR,21,510,no,yes,31,135.9,90,23.1,271.0,84,23.04,179.1,89,8.06,9.5,7,2.57,6,0,586.0,263,121.1,595.5,270,123.66999999999999,0.4604562737642585,0.3671428571428571,0.01595298068849706,0.022222222222222223,West
DE,129,510,no,no,0,334.3,118,56.83,192.1,104,16.33,191.0,83,8.59,10.4,6,2.81,0,1,717.4,305,142.92,727.8,311,145.73,0.4685901639344262,0.4683333333333333,0.014289640010992033,0.0,South
KY,104,415,no,no,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13.0,6,3.51,0,0,526.4,257,100.06,539.4,263,103.57000000000001,0.38933852140077824,0.585,0.024100852799406748,0.0,South
GA,93,408,no,yes,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,1,483.29999999999995,323,127.21000000000001,495.09999999999997,325,130.4,0.3938390092879257,1.595,0.023833568975964455,0.012307692307692308,South
VT,63,415,no,no,0,278.0,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4,1,768.5,334,134.72,781.6,338,138.26,0.40335329341317366,0.885,0.016760491299897644,0.011834319526627219,Northeast
OR,161,415,no,no,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0,0,543.8000000000001,318,98.32000000000001,551.6,323,100.43,0.30918238993710695,0.422,0.014140681653372008,0.0,West
TX,50,510,no,no,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,0,544.6,322,118.16,556.2,330,121.28999999999999,0.3669565217391304,0.39125,0.020855807263574253,0.00909090909090909,South
MO,103,408,no,yes,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1,0,619.7,268,117.44,626.6,272,119.3,0.4382089552238806,0.465,0.01101180976699649,0.003676470588235294,Midwest
ND,84,415,no,yes,33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13.0,18,3.51,1,0,522.3,315,128.33,535.3,333,131.84,0.4073968253968254,0.19499999999999998,0.024285447412665796,0.003003003003003003,Midwest
MN,92,510,no,no,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9.0,4,2.43,1,0,658.3,328,134.05,667.3,332,136.48000000000002,0.40868902439024396,0.6075,0.013487187172186424,0.0030120481927710845,Midwest
NV,77,415,no,no,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1,0,645.1,305,146.88,655.0,306,149.54999999999998,0.4815737704918033,2.67,0.015114503816793894,0.0032679738562091504,West
NY,64,415,yes,no,0,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1,1,871.6999999999999,236,88.60000000000001,884.9999999999999,245,92.19000000000001,0.37542372881355934,0.39888888888888885,0.015028248587570623,0.004081632653061225,Northeast
FL,159,415,no,yes,15,113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,1,0,454.40000000000003,385,123.13,466.20000000000005,394,126.32,0.3198181818181818,0.35444444444444445,0.02531102531102531,0.0025380710659898475,South
KS,110,415,yes,yes,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1,1,709.3000000000001,283,133.39,717.6,285,135.63,0.47134275618374555,1.12,0.011566332218506132,0.0035087719298245615,Midwest
NV,138,510,no,no,0,171.4,117,29.14,115.2,128,9.79,224.5,115,10.1,17.0,4,4.59,3,0,511.1,360,136.89,528.1,364,141.48,0.38025,1.1475,0.03219087294073092,0.008241758241758242,West
NV,178,408,no,no,0,275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,13.6,3,3.67,1,0,610.0,338,172.56,623.6,341,176.23,0.5105325443786982,1.2233333333333334,0.02180885182809493,0.002932551319648094,West
SC,38,415,no,yes,31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,0,0,746.0,292,152.69,749.9,294,153.74,0.5229109589041095,0.525,0.005200693425790106,0.0,South
MI,50,415,no,yes,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,2,0,544.0,299,118.22,551.9,301,120.35,0.3953846153846154,1.065,0.014314187352781301,0.006644518272425249,Midwest
MI,45,510,no,yes,26,91.7,104,15.59,150.6,119,12.8,63.3,103,2.85,7.7,5,2.08,1,0,305.6,326,119.64999999999999,313.3,331,121.72999999999999,0.3670245398773006,0.41600000000000004,0.024577082668368975,0.0030211480362537764,Midwest
TN,70,510,no,no,0,126.3,99,21.47,141.6,106,12.04,255.9,96,11.52,9.6,2,2.59,0,0,523.8,301,122.55999999999999,533.4,303,125.14999999999999,0.4071760797342192,1.295,0.01799775028121485,0.0,South
NY,147,510,no,yes,33,251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,6,2.81,3,0,699.0,304,136.5,709.4,310,139.31,0.44901315789473684,0.4683333333333333,0.014660276289822386,0.00967741935483871,Northeast
NV,94,510,no,no,0,190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,1,0,487.59999999999997,300,127.46000000000001,495.09999999999997,305,129.49,0.42486666666666667,0.40599999999999997,0.015148454857604526,0.003278688524590164,West
IL,179,510,no,no,0,116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,0,0,499.79999999999995,303,126.34,511.4,308,129.47,0.416963696369637,0.626,0.02268283144309738,0.0,Midwest
MS,116,415,no,no,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,0,581.5,262,116.03,592.8,265,119.08,0.44286259541984735,1.0166666666666666,0.01906207827260459,0.007547169811320755,South
ND,59,510,no,no,0,179.4,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,0,0,587.7,284,107.67,602.4000000000001,287,111.64,0.3791197183098592,1.3233333333333335,0.024402390438247008,0.0,Midwest
NC,165,415,no,no,0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,0,427.0,294,125.46000000000001,434.9,297,127.59,0.42673469387755103,0.71,0.01816509542423546,0.0,South
MI,133,408,no,no,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,1,623.0,358,162.69,635.8,362,166.15,0.4544413407821229,0.865,0.02013211701793017,0.0055248618784530384,Midwest
TN,140,415,no,no,0,125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1,0,553.5,299,109.98,561.9,303,112.25,0.36782608695652175,0.5675,0.014949279231179927,0.0033003300330033004,South
VT,93,408,no,yes,32,138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,2,0,544.3,278,115.97,551.0999999999999,281,117.81,0.41715827338129496,0.6133333333333334,0.01233895844674288,0.0071174377224199285,Northeast
OK,52,510,no,yes,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0,0,567.2,271,114.94,575.4000000000001,274,117.14999999999999,0.4241328413284133,0.7366666666666667,0.01425095585679527,0.0,South
DE,64,415,no,yes,27,201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,12.3,3,3.32,1,0,495.3,317,119.98,507.6,320,123.3,0.3784858044164038,1.1066666666666667,0.024231678486997636,0.003125,South
ND,12,510,yes,no,0,216.7,117,36.84,116.5,126,9.9,220.0,110,9.9,9.8,4,2.65,2,0,553.2,353,136.8,563.0,357,139.45000000000002,0.3875354107648726,0.6625,0.017406749555950268,0.0056022408963585435,Midwest
OR,48,415,no,no,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6.0,8.3,4,2.24,2,0,641.3,290,124.99,649.5999999999999,294,127.22999999999999,0.431,0.56,0.012777093596059117,0.006802721088435374,West
NY,181,408,no,no,0,143.3,91,24.36,195.5,58,16.62,223.3,95,10.05,6.0,7,1.62,1,0,562.1,244,117.67,568.1,251,119.29,0.48225409836065575,0.23142857142857146,0.010561520859003696,0.00398406374501992,Northeast
MO,168,415,no,yes,42,97.4,57,16.56,203.6,98,17.31,173.9,124,7.83,11.4,2,3.08,2,0,474.9,279,82.14,486.29999999999995,281,85.22,0.29440860215053766,1.54,0.023442319555829736,0.0071174377224199285,Midwest
FL,155,415,no,no,0,181.4,111,30.84,167.7,92,14.25,168.5,122,7.58,11.3,3,3.05,3,0,517.6,325,132.83,528.9,328,135.88000000000002,0.4087076923076923,1.0166666666666666,0.021365097371903955,0.009146341463414634,South
ND,105,510,no,no,0,246.4,83,41.89,256.2,101,21.78,169.0,151,7.61,3.8,4,1.03,0,0,671.6,335,112.39,675.4,339,113.42,0.3354925373134328,0.2575,0.005626295528575659,0.0,Midwest
NY,11,415,no,no,0,143.4,130,24.38,289.4,50,24.6,194.0,100,8.73,9.7,6,2.62,2,0,626.8,280,163.32999999999998,636.5,286,165.95,0.5833214285714285,0.4366666666666667,0.015239591516103691,0.006993006993006993,Northeast
ND,182,415,no,no,0,104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8.0,5,2.16,2,0,561.5999999999999,322,139.49,569.5999999999999,327,141.65,0.4331987577639752,0.43200000000000005,0.014044943820224722,0.0061162079510703364,Midwest
NY,104,415,no,no,0,156.2,93,26.55,193.0,54,16.41,222.7,94,10.02,13.1,5,3.54,1,0,571.9,241,119.42999999999999,585.0,246,122.97,0.4955601659751037,0.708,0.022393162393162393,0.0040650406504065045,Northeast
OH,102,415,no,no,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12.0,4,3.24,0,0,501.0,352,145.65,513.0,356,148.89000000000001,0.4137784090909091,0.81,0.023391812865497075,0.0,Midwest
AL,122,415,no,no,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0,0,651.7,307,123.09,663.6,309,126.3,0.40094462540716613,1.605,0.017932489451476793,0.0,South
SC,41,415,no,no,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1,0,490.4,335,138.7,499.0,338,141.01999999999998,0.41402985074626864,0.7733333333333333,0.017234468937875752,0.0029585798816568047,South
GA,132,415,no,no,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2,0,597.0999999999999,332,160.68,606.1999999999999,336,163.14000000000001,0.48397590361445786,0.615,0.015011547344110856,0.005952380952380952,South
WY,76,415,no,no,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,1,664.3,318,175.26,675.6999999999999,323,178.34,0.5511320754716981,0.616,0.016871392629865326,0.0030959752321981426,West
WV,13,415,no,no,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,0,511.59999999999997,262,96.37,522.9,265,99.42,0.36782442748091604,1.0166666666666666,0.02161025052591318,0.0037735849056603774,South
HI,115,415,no,yes,33,145.0,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2,0,581.8,367,99.43,596.0,370,103.26,0.2709264305177112,1.2766666666666666,0.023825503355704696,0.005405405405405406,West
WV,67,408,no,no,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,0,445.8,231,110.21,454.2,243,112.47999999999999,0.4770995670995671,0.18916666666666668,0.018494055482166448,0.00411522633744856,South
LA,154,510,no,no,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0,0,511.20000000000005,285,120.69,518.4000000000001,290,122.63,0.42347368421052634,0.388,0.013888888888888886,0.0,South
AR,100,510,no,no,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,0,460.29999999999995,292,109.11999999999999,468.09999999999997,300,111.22999999999999,0.3736986301369863,0.26375,0.01666310617389447,0.006666666666666667,South
AK,146,510,yes,no,0,133.0,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,0,610.1,286,96.98,621.3000000000001,289,100.0,0.3390909090909091,1.0066666666666666,0.018026718171575726,0.0034602076124567475,West
